Lower House Election for the State of Victoria ,12129,Brunswick District,53340,14067,"MILES, Christopher",ANIMAL JUSTICE PARTY,9
Lower House Election for the State of Victoria ,12146,Bulleen District,44110,14169,"KEARNEY, Chris",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12146,Bulleen District,44110,14502,"GUY, Matthew",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12146,Bulleen District,44110,13943,"MACKENZIE, Fiona",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12132,Bundoora District,40892,14170,"STANYON, Clement",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12132,Bundoora District,40892,14503,"MULHOLLAND, Jenny",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12132,Bundoora District,40892,13944,"BROOKS, Colin",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12132,Bundoora District,40892,13787,"BAKER, Bryce",FIONA PATTEN'S REASON PARTY ,4
Lower House Election for the State of Victoria ,12132,Bundoora District,40892,14682,"ANDREWARTHA, Jacob",VICTORIAN SOCIALISTS,5
Lower House Election for the State of Victoria ,12132,Bundoora District,40892,14068,"WHITFIELD, Rodney",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,13945,"SETTLE, Michaela",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,14171,"ZIBELL, Linda",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,14504,"KILMARTIN, Andrew",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,14315,"WATTERS, Lindsay",INDEPENDENT,4
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,13871,"McKENDRICK, Jane",VICTORIAN SOCIALISTS,5
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,13842,"COLBERT, Dianne",INDEPENDENT,6
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,14069,"MORRISON, Wendy",ANIMAL JUSTICE PARTY,7
Lower House Election for the State of Victoria ,12195,Buninyong District,45559,13865,"ECKEL, Brendan",INDEPENDENT,8
Lower House Election for the State of Victoria ,12196,Burwood District,43169,14345,"WILLIAMS, Andrew",SUSTAINABLE AUSTRALIA (VIC),1
Lower House Election for the State of Victoria ,12196,Burwood District,43169,13946,"FOWLES, Will",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12196,Burwood District,43169,14070,"BEATTIE, Amanda",ANIMAL JUSTICE PARTY,3
Lower House Election for the State of Victoria ,12196,Burwood District,43169,14172,"ROSS, Graham",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12196,Burwood District,43169,14505,"WATT, Graham",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,5
Lower House Election for the State of Victoria ,12208,Carrum District,48726,14122,"YADAV, Santosh Kumar",TRANSPORT MATTERS PARTY,1
Lower House Election for the State of Victoria ,12208,Carrum District,48726,14506,"BAUER, Donna",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12208,Carrum District,48726,14292,"PHILPOTT-SMART, Simone",DERRYN HINCH'S JUSTICE PARTY,3
Lower House Election for the State of Victoria ,12208,Carrum District,48726,14173,"THOMPSON, Braeden",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12208,Carrum District,48726,14793,"TELLESSON, Michael",INDEPENDENT,5
Lower House Election for the State of Victoria ,12208,Carrum District,48726,13947,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,6
Lower House Election for the State of Victoria ,12208,Carrum District,48726,14371,"BOWDEN, Jennifer",DEMOCRATIC LABOUR PARTY (DLP),7
Lower House Election for the State of Victoria ,12170,Caulfield District,45222,14507,"SOUTHWICK, David",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12170,Caulfield District,45222,13948,"GRASSO, Sorina",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12170,Caulfield District,45222,14071,"EVANS, Troy",ANIMAL JUSTICE PARTY,3
Lower House Election for the State of Victoria ,12170,Caulfield District,45222,14346,"BAVATI, Aviya",SUSTAINABLE AUSTRALIA (VIC),4
Lower House Election for the State of Victoria ,12170,Caulfield District,45222,14174,"MATHEW, Dinesh",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12212,Clarinda District,44462,14123,"ZHUANG, Zhi Gang",TRANSPORT MATTERS PARTY,1
Lower House Election for the State of Victoria ,12212,Clarinda District,44462,14175,"FERGEUS, Josh",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12212,Clarinda District,44462,14508,"BEVINAKOPPA, Gandhi",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12212,Clarinda District,44462,13761,"GARDNER, Michael James",INDEPENDENT,4
Lower House Election for the State of Victoria ,12212,Clarinda District,44462,13949,"TAK, Meng Heang",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,5
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14799,"JAKOBI, Susan",INDEPENDENT,1
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,13764,"FOSBERRY, Norman",INDEPENDENT,2
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,13950,"RICHARDS, Pauline",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14124,"SINGH, Tarlochan",TRANSPORT MATTERS PARTY,4
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14289,"SOULTANIDIS, Jason",DERRYN HINCH'S JUSTICE PARTY,5
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14372,"SOK, Edward",DEMOCRATIC LABOUR PARTY (DLP),6
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14795,"RAGUPATHY, Ravi",INDEPENDENT,7
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14509,"HERMANS, Ann-Marie",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,8
Lower House Election for the State of Victoria ,12148,Cranbourne District,61814,14176,"TILTON, Jake",THE AUSTRALIAN GREENS - VICTORIA,9
Lower House Election for the State of Victoria ,12150,Croydon District,42995,13951,"CUSACK, Josh",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12150,Croydon District,42995,14510,"HODGETT, David",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12150,Croydon District,42995,14072,"COSTANTINO, Vinita",ANIMAL JUSTICE PARTY,3
Lower House Election for the State of Victoria ,12150,Croydon District,42995,14177,"O'FLYNN, Caleb",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12216,Dandenong District,42361,13952,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12216,Dandenong District,42361,14178,"GARAD, Rhonda",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12216,Dandenong District,42361,14511,"PERERA, Virosh",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12216,Dandenong District,42361,14125,"AHMED, Afroz",TRANSPORT MATTERS PARTY,4
Lower House Election for the State of Victoria ,12191,Eildon District,44881,13953,"BRENNAN, Sally",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12191,Eildon District,44881,14295,"DUNSCOMBE, Michelle",INDEPENDENT,2
Lower House Election for the State of Victoria ,12191,Eildon District,44881,14179,"DEACON, Ken",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12191,Eildon District,44881,14512,"McLEISH, Cindy",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12204,Eltham District,44820,14513,"McGOWAN, Nick",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12204,Eltham District,44820,13954,"WARD, Vicki",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12204,Eltham District,44820,14180,"GOODMAN, Matthew",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12204,Eltham District,44820,14410,"O'BRIEN, Peter",DEMOCRATIC LABOUR PARTY (DLP),4
Lower House Election for the State of Victoria ,12210,Essendon District,48427,14659,"BAKER, Kate",INDEPENDENT,1
Lower House Election for the State of Victoria ,12210,Essendon District,48427,14181,"WILLIAMS, James",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12210,Essendon District,48427,14408,"CONNORS, Dermot",DEMOCRATIC LABOUR PARTY (DLP),3
Lower House Election for the State of Victoria ,12210,Essendon District,48427,13923,"LAWRENCE, Richard",INDEPENDENT,4
Lower House Election for the State of Victoria ,12210,Essendon District,48427,13955,"PEARSON, Danny",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,5
Lower House Election for the State of Victoria ,12210,Essendon District,48427,14514,"POTENZA, Gino",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,6
Lower House Election for the State of Victoria ,12138,Euroa District,49251,14325,"RYAN, Steph",NATIONAL PARTY OF AUSTRALIA - VICTORIA,1
Lower House Election for the State of Victoria ,12138,Euroa District,49251,13956,"DEPPELER-MORTON, Fionna",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12138,Euroa District,49251,13765,"FIRTH, Don",INDEPENDENT,3
Lower House Election for the State of Victoria ,12138,Euroa District,49251,14182,"CASSIDY, Keppel",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12190,Evelyn District,43159,14183,"EVERIST, Brodie",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12190,Evelyn District,43159,14515,"VALLENCE, Bridget",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12190,Evelyn District,43159,13957,"RITCHIE, Gail",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12188,Ferntree Gully District,41141,13958,"BUXTON, Julie",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12188,Ferntree Gully District,41141,14184,"RAYMOND, Steve",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12188,Ferntree Gully District,41141,14516,"WAKELING, Nick",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12125,Footscray District,51602,14073,"SUN, Shan",ANIMAL JUSTICE PARTY,1
Lower House Election for the State of Victoria ,12125,Footscray District,51602,14185,"McALPINE, Angus",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12125,Footscray District,51602,13959,"HALL, Katie",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12125,Footscray District,51602,14517,"JOESIKA, Emete",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12192,Forest Hill District,39830,13960,"KUMAR, Manoj",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12192,Forest Hill District,39830,14792,"BAI, Claude",INDEPENDENT,2
Lower House Election for the State of Victoria ,12192,Forest Hill District,39830,14186,"BHALLA, Naresh",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12192,Forest Hill District,39830,14518,"ANGUS, Neil",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12164,Frankston District,44458,13926,"KELSALL, Henry",INDEPENDENT,1
Lower House Election for the State of Victoria ,12164,Frankston District,44458,14290,"O'CONNELL, Lachlan",DERRYN HINCH'S JUSTICE PARTY,2
Lower House Election for the State of Victoria ,12164,Frankston District,44458,14187,"LANE, Colin",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12164,Frankston District,44458,14373,"LONG, Michael",DEMOCRATIC LABOUR PARTY (DLP),4
Lower House Election for the State of Victoria ,12164,Frankston District,44458,14519,"LAMB, Michael",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,5
Lower House Election for the State of Victoria ,12164,Frankston District,44458,14074,"PERSSON, James",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12164,Frankston District,44458,14126,"RUDRA, Jyothi",TRANSPORT MATTERS PARTY,7
Lower House Election for the State of Victoria ,12164,Frankston District,44458,13961,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,8
Lower House Election for the State of Victoria ,12143,Geelong District,47575,14520,"FIDGE, Freya",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12143,Geelong District,47575,14075,"JACKA, Jacki",ANIMAL JUSTICE PARTY,2
Lower House Election for the State of Victoria ,12143,Geelong District,47575,13753,"WOLF, Gottfried",INDEPENDENT,3
Lower House Election for the State of Victoria ,12143,Geelong District,47575,14786,"JUHASZ, Stephen",INDEPENDENT,4
Lower House Election for the State of Victoria ,12143,Geelong District,47575,13872,"HATHWAY, Sarah",VICTORIAN SOCIALISTS,5
Lower House Election for the State of Victoria ,12143,Geelong District,47575,14188,"NEWMAN, Lois",THE AUSTRALIAN GREENS - VICTORIA,6
Lower House Election for the State of Victoria ,12143,Geelong District,47575,13962,"COUZENS, Christine",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,7
Lower House Election for the State of Victoria ,12143,Geelong District,47575,13758,"LYONS, Darryn",INDEPENDENT,8
Lower House Election for the State of Victoria ,12151,Gembrook District,51069,14189,"GREGOROVICH, Amy",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12151,Gembrook District,51069,13963,"GALEA, Michael",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12151,Gembrook District,51069,14521,"BATTIN, Brad",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,14638,"BUCKLEY, Sonia",LIBERAL DEMOCRATIC PARTY,1
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,14632,"STEPHENSON, Matt",INDEPENDENT,2
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,14190,"FOSKEY, Deb",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,13964,"REEVES, Mark",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,14326,"BULL, Tim",NATIONAL PARTY OF AUSTRALIA - VICTORIA,5
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,13756,"GARRETT, Benjamin",INDEPENDENT,6
Lower House Election for the State of Victoria ,12194,Gippsland East District,46335,13752,"NEOPHYTOU, George",INDEPENDENT,7
Lower House Election for the State of Victoria ,12169,Gippsland South District,42564,14327,"O'BRIEN, Danny",NATIONAL PARTY OF AUSTRALIA - VICTORIA,1
Lower House Election for the State of Victoria ,12169,Gippsland South District,42564,14191,"ONLEY, Ian",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12169,Gippsland South District,42564,13965,"RYAN, Denise",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12198,Hastings District,51388,14192,"LESSLIE, Nathan",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12198,Hastings District,51388,13966,"MEYER, Simon",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12198,Hastings District,51388,14522,"BURGESS, Neale",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12198,Hastings District,51388,14076,"KNIGHT, Georgia",ANIMAL JUSTICE PARTY,4
Lower House Election for the State of Victoria ,12161,Hawthorn District,44828,14193,"BIEBER, Nicholas",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12161,Hawthorn District,44828,14523,"PESUTTO, John",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12161,Hawthorn District,44828,14416,"GRUMMET, Richard",INDEPENDENT,3
Lower House Election for the State of Victoria ,12161,Hawthorn District,44828,14077,"WRIGHT, Catherine",ANIMAL JUSTICE PARTY,4
